"ID","step","angle","TimeNum","locType","time","temp","nu.x","nu.y","se.mu.x","se.nu.x","se.mu.y","se.nu.y","speed","x","y"
"AM91",53.8038858532002,0,329710.55,"p",2007-08-13 00:33:00,20,2.61745025055916,6.34017812014763,0,377.645336261419,0,377.645336261419,6.85922039370007,378694.674301193,-2692731.84320679
"AM91",410.08336925614,-0.329751738260584,NA,"p",2007-08-13 01:33:00,20.020561151557,30.1100299971831,-433.988142058159,4.89897948556636,301.511193822054,4.89897948556636,301.511193822054,435.031402721141,378707.869565994,-2692784.00394988
"AM91",137.010564334205,-0.525173015829406,329712.55,"p",2007-08-13 02:33:00,19,-72.1768460587953,-74.1892729567666,0,301.302173905201,0,301.302173905201,103.506257438131,378674.289871984,-2693192.71016942
"AM91",575.987456107211,-1.61573032803115,329713.55,"p",2007-08-13 03:33:00,18,-168.047486344296,-52.2224180709852,0,301.557623017559,0,301.557623017559,175.974823812434,378596.121370117,-2693305.23385606
"AM91",261.264108250252,-0.562339885867018,NA,"p",2007-08-13 04:33:00,18.0043914549323,-486.580765718534,398.309149940986,4.89897948556636,301.088026995429,4.89897948556636,301.088026995429,628.817159827836,378138.314469499,-2692955.6993208
"AM91",517.836582570465,0.321061473255005,329715.55,"p",2007-08-13 05:33:00,19,-27.7315736601643,390.217913247235,0,301.426607982773,0,301.426607982773,391.202070542444,378047.165418944,-2692710.85082715
"AM91",579.766896427752,-0.962528121322317,NA,"p",2007-08-13 06:33:00,22.9537877485833,-404.560086120139,-35.3429817191416,4.89897948556636,301.088026995429,4.89897948556636,301.088026995429,406.100959908166,377722.587645529,-2692307.36105621
"AM91",589.757189383283,0.0593382438055463,329717.55,"p",2007-08-13 07:33:00,26,424.906661699767,1261.28143983484,0,301.308811686615,0,301.308811686615,1330.93070504391,377885.645756619,-2691750.99633177
"AM91",1376.11333356551,-0.0921553469124834,329718.55,"p",2007-08-13 08:33:00,31,17.6894022421791,567.986973566896,0,303.382596732245,0,303.382596732245,568.262366423616,378017.658808234,-2691176.20411137
"AM91",1761.28250376897,0.136957671262254,329719.55,"p",2007-08-13 09:33:00,33,866.625043764499,1889.03366368521,0,299.382698230876,0,299.382698230876,2078.33759264845,378447.808539519,-2689869.04722886
"AM91",182.112212857995,0.996983322516495,329720.55,"p",2007-08-13 10:33:00,36,-345.065418265601,818.211301044463,0,301.549332614085,0,301.549332614085,887.997677947238,378764.782274164,-2688136.52198817
"AM91",568.997617810754,0.913199730861054,NA,"p",2007-08-13 11:33:00,34.9824631504478,277.278589698103,91.4911171520233,4.89897948556636,301.094669497818,4.89897948556636,301.094669497818,291.982946116197,378632.125993386,-2688011.75352564
"AM91",327.520988548584,0.331825755542683,329722.55,"p",2007-08-13 12:33:00,33,-909.480685629672,-313.093066024661,0,303.249072545985,0,303.249072545985,961.864016130212,378070.254681201,-2688101.52500005
"AM91",525.268744578049,-0.141998806709438,329723.55,"p",2007-08-13 13:33:00,35,-423.900135056371,51.4975841918241,0,299.381028123026,0,299.381028123026,427.016774469579,377781.312082712,-2688255.73969688
