,event-id,visible,location-long,location-lat,external-temperature,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
2008-03-11 00:00:00,9421536355.0,True,31.49446,-24.522701,26.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 00:30:00,9421536356.0,True,31.49446,-24.5226809999999,26.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 01:00:00,9421536357.0,True,31.4945799999999,-24.522441,26.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 01:30:00,9421536358.0,True,31.4945109999999,-24.5222799999999,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 02:00:00,9421536359.0,True,31.4946389999999,-24.5227499999999,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 02:30:00,9421536360.0,True,31.49353,-24.521659,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 03:00:00,9421536361.0,True,31.49258,-24.5199299999999,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 03:30:00,9421536362.0,True,31.49267,-24.51967,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 04:00:00,9421536363.0,True,31.492041,-24.5216309999999,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 04:30:00,9421536364.0,True,31.4904699999999,-24.5222489999999,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 05:00:00,9421536365.0,True,31.48703,-24.522091,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 05:30:00,9421536366.0,True,31.4822099999999,-24.521981,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 06:00:00,9421536366.032259,True,31.480149387096674,-24.519721322580644,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 06:30:00,9421536366.064516,True,31.47808877419345,-24.517461645161283,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 07:00:00,9421536366.096775,True,31.476028161290223,-24.515201967741927,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 07:30:00,9421536366.129032,True,31.473967548386995,-24.512942290322567,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 08:00:00,9421536366.161291,True,31.47190693548377,-24.51068261290321,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 08:30:00,9421536366.193548,True,31.469846322580544,-24.50842293548385,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 09:00:00,9421536366.225807,True,31.46778570967732,-24.506163258064493,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 09:30:00,9421536366.258064,True,31.465725096774094,-24.503903580645137,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 10:00:00,9421536366.290323,True,31.46366448387087,-24.501643903225776,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 10:30:00,9421536366.32258,True,31.46160387096764,-24.49938422580642,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 11:00:00,9421536366.35484,True,31.459543258064414,-24.49712454838706,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 11:30:00,9421536366.387096,True,31.45748264516119,-24.494864870967703,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 12:00:00,9421536366.419355,True,31.455422032257964,-24.492605193548346,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 12:30:00,9421536366.451612,True,31.45336141935474,-24.490345516128986,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 13:00:00,9421536366.483871,True,31.451300806451513,-24.48808583870963,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 13:30:00,9421536366.516129,True,31.449240193548285,-24.48582616129027,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 14:00:00,9421536366.548388,True,31.44717958064506,-24.483566483870913,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 14:30:00,9421536366.580645,True,31.445118967741834,-24.481306806451553,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 15:00:00,9421536366.612904,True,31.44305835483861,-24.479047129032196,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 15:30:00,9421536366.64516,True,31.440997741935384,-24.47678745161284,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 16:00:00,9421536366.67742,True,31.43893712903216,-24.47452777419348,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 16:30:00,9421536366.709677,True,31.43687651612893,-24.472268096774123,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 17:00:00,9421536366.741936,True,31.434815903225704,-24.470008419354762,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 17:30:00,9421536366.774193,True,31.43275529032248,-24.467748741935406,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 18:00:00,9421536366.806452,True,31.430694677419254,-24.46548906451605,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 18:30:00,9421536366.838709,True,31.42863406451603,-24.46322938709669,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 19:00:00,9421536366.870968,True,31.426573451612803,-24.460969709677332,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 19:30:00,9421536366.903225,True,31.424512838709575,-24.458710032257972,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 20:00:00,9421536366.935484,True,31.42245222580635,-24.456450354838616,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 20:30:00,9421536366.967741,True,31.420391612903124,-24.454190677419255,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 21:00:00,9421536367.0,True,31.4183309999999,-24.4519309999999,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 21:30:00,9421536368.0,True,31.41865,-24.451139,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 22:00:00,9421536369.0,True,31.41898,-24.447561,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 22:30:00,9421536370.0,True,31.419021,-24.446611,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 23:00:00,9421536371.0,True,31.4203,-24.4463399999999,27.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-11 23:30:00,9421536372.0,True,31.420221,-24.44624,28.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-12 00:00:00,9421536373.0,True,31.4206499999999,-24.446529,28.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-12 00:30:00,9421536374.0,True,31.4224099999999,-24.445459,28.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-12 01:00:00,9421536375.0,True,31.422369,-24.4455199999999,28.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-12 01:30:00,9421536376.0,True,31.42255,-24.44538,29.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-12 02:00:00,9421536377.0,True,31.422349,-24.44539,28.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-12 02:30:00,9421536377.967741,True,31.42185641935484,-24.44560290322571,28.967741935483872,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-12 03:00:00,9421536379.0,True,31.421999,-24.4437399999999,29.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
2008-03-12 03:30:00,9421536380.0,True,31.42226,-24.442519,29.0,gps,Loxodonta africana,AM308,AM308,ThermochronTracking Elephants Kruger 2007
