,event-id,visible,location-long,location-lat,external-temperature,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
2007-08-13 19:00:00,9421488157.0,True,31.6074,-24.42234,26.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-13 19:30:00,9421488158.0,True,31.6142,-24.41982,24.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-13 20:00:00,9421488159.0,True,31.61498,-24.41797,23.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-13 20:30:00,9421488160.0,True,31.61577,-24.41615,23.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-13 21:00:00,9421488161.0,True,31.61578,-24.41551,22.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-13 21:30:00,9421488162.0,True,31.61594,-24.4147,21.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-13 22:00:00,9421488163.0,True,31.61609,-24.41409,21.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-13 22:30:00,9421488164.0,True,31.61627,-24.41374,21.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-13 23:00:00,9421488165.0,True,31.61706,-24.41289,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-13 23:30:00,9421488166.0,True,31.6173,-24.41197,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 00:00:00,9421488167.0,True,31.61757,-24.41029,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 00:30:00,9421488167.333334,True,31.617583333333332,-24.410273333333333,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 01:00:00,9421488167.666666,True,31.617596666666667,-24.41025666666667,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 01:30:00,9421488168.0,True,31.61761,-24.41024,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 02:00:00,9421488169.0,True,31.61767,-24.41029,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 02:30:00,9421488170.0,True,31.61761,-24.41029,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 03:00:00,9421488171.0,True,31.61755,-24.41028,21.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 03:30:00,9421488172.0,True,31.61829,-24.40977,21.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 04:00:00,9421488173.0,True,31.61823,-24.41025,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 04:30:00,9421488174.0,True,31.61863,-24.41059,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 05:00:00,9421488175.0,True,31.62031,-24.41087,19.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 05:30:00,9421488176.0,True,31.62124,-24.41059,21.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 06:00:00,9421488177.0,True,31.62298,-24.41043,22.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 06:30:00,9421488178.0,True,31.62485,-24.41119,24.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 07:00:00,9421488179.0,True,31.62672,-24.41035,26.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 07:30:00,9421488180.0,True,31.62712,-24.4092,28.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 08:00:00,9421488180.967741,True,31.628668387096777,-24.40738064516129,29.93548387096774,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 08:30:00,9421488182.0,True,31.63152,-24.40841,32.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 09:00:00,9421488183.0,True,31.63329,-24.40909,33.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 09:30:00,9421488184.0,True,31.63375,-24.409,34.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 10:00:00,9421488185.0,True,31.63373,-24.40891,33.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 10:30:00,9421488186.0,True,31.63373,-24.40892,33.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 11:00:00,9421488187.0,True,31.6338,-24.409,33.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 11:30:00,9421488188.0,True,31.63506,-24.40846,34.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 12:00:00,9421488189.0,True,31.63489,-24.40815,35.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 12:30:00,9421488190.0,True,31.63484,-24.40819,34.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 13:00:00,9421488191.0,True,31.63489,-24.40815,34.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 13:30:00,9421488191.967741,True,31.62802870967742,-24.409785483870966,34.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 14:00:00,9421488193.0,True,31.61838,-24.41425,35.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 14:30:00,9421488194.0,True,31.61755,-24.41499,35.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 15:00:00,9421488195.0,True,31.61528,-24.41483,35.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 15:30:00,9421488196.0,True,31.6148,-24.41576,34.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 16:00:00,9421488197.0,True,31.61369,-24.41879,33.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 16:30:00,9421488198.0,True,31.6134,-24.4168,31.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 17:00:00,9421488199.0,True,31.61464,-24.41553,30.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 17:30:00,9421488200.0,True,31.61473,-24.41568,30.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 18:00:00,9421488201.0,True,31.61473,-24.41582,29.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 18:30:00,9421488202.0,True,31.61514,-24.41302,28.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 19:00:00,9421488203.0,True,31.61571,-24.40924,28.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 19:30:00,9421488204.0,True,31.61652,-24.40716,27.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 20:00:00,9421488205.0,True,31.61671,-24.40711,27.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 20:30:00,9421488206.0,True,31.61683,-24.40676,27.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 21:00:00,9421488207.0,True,31.61694,-24.40678,27.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 21:30:00,9421488208.0,True,31.6175,-24.40646,26.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 22:00:00,9421488209.0,True,31.61827,-24.40535,26.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 22:30:00,9421488210.0,True,31.61821,-24.40505,25.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 23:00:00,9421488211.0,True,31.6186,-24.40398,25.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-14 23:30:00,9421488211.967741,True,31.61861935483871,-24.403805806451615,24.032258064516128,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 00:00:00,9421488213.0,True,31.6186,-24.40381,24.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 00:30:00,9421488214.0,True,31.61862,-24.40393,23.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 01:00:00,9421488215.0,True,31.61853,-24.40391,23.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 01:30:00,9421488216.0,True,31.6186,-24.40391,23.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 02:00:00,9421488217.0,True,31.6186,-24.40392,23.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 02:30:00,9421488218.0,True,31.61915,-24.40352,23.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 03:00:00,9421488219.0,True,31.62085,-24.40303,23.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 03:30:00,9421488220.0,True,31.62191,-24.40259,22.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 04:00:00,9421488221.0,True,31.62257,-24.40268,22.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 04:30:00,9421488222.0,True,31.62243,-24.40292,21.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 05:00:00,9421488222.967741,True,31.62259451612903,-24.403026451612906,21.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 05:30:00,9421488224.0,True,31.62233,-24.40335,23.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 06:00:00,9421488225.0,True,31.62047,-24.40154,24.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 06:30:00,9421488226.0,True,31.62209,-24.40102,26.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 07:00:00,9421488227.0,True,31.62243,-24.4009,27.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 07:30:00,9421488227.967741,True,31.62242032258065,-24.400706451612905,28.93548387096774,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 08:00:00,9421488229.0,True,31.62503,-24.40024,31.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 08:30:00,9421488230.0,True,31.62839,-24.39989,33.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 09:00:00,9421488230.967741,True,31.631719032258065,-24.399522258064515,33.96774193548387,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 09:30:00,9421488232.0,True,31.63292,-24.39949,34.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 10:00:00,9421488233.0,True,31.633,-24.39956,34.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 10:30:00,9421488234.0,True,31.63613,-24.40005,35.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 11:00:00,9421488234.967741,True,31.63881064516129,-24.401104838709678,35.96774193548387,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 11:30:00,9421488235.966667,True,31.639509,-24.401284999999998,36.96666666666667,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 12:00:00,9421488237.0,True,31.64139,-24.40303,37.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 12:30:00,9421488237.967741,True,31.64195129032258,-24.403097741935483,37.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 13:00:00,9421488238.966667,True,31.642037666666667,-24.403148333333334,37.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 13:30:00,9421488240.0,True,31.64475,-24.40565,37.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 14:00:00,9421488241.0,True,31.64994,-24.41629,37.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 14:30:00,9421488241.967741,True,31.64814,-24.419919032258065,36.03225806451613,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 15:00:00,9421488242.966667,True,31.647335666666667,-24.420214,33.1,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 15:30:00,9421488244.0,True,31.64454,-24.41679,31.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 16:00:00,9421488245.0,True,31.64476,-24.4164,31.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 16:30:00,9421488246.0,True,31.64403,-24.41571,30.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 17:00:00,9421488247.0,True,31.64271,-24.41517,29.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 17:30:00,9421488248.0,True,31.64256,-24.41428,29.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 18:00:00,9421488249.0,True,31.64256,-24.41334,29.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 18:30:00,9421488250.0,True,31.64241,-24.41322,28.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 19:00:00,9421488251.0,True,31.64254,-24.41302,27.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 19:30:00,9421488252.0,True,31.64257,-24.41281,26.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 20:00:00,9421488253.0,True,31.64266,-24.41268,25.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 20:30:00,9421488254.0,True,31.64278,-24.41222,24.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 21:00:00,9421488255.0,True,31.64273,-24.41231,24.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 21:30:00,9421488256.0,True,31.64269,-24.41231,23.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 22:00:00,9421488257.0,True,31.64276,-24.41232,23.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 22:30:00,9421488258.0,True,31.64279,-24.41231,23.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 23:00:00,9421488259.0,True,31.64268,-24.41221,23.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-15 23:30:00,9421488260.0,True,31.64264,-24.41187,22.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 00:00:00,9421488261.0,True,31.64262,-24.41181,21.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 00:30:00,9421488262.0,True,31.64256,-24.41158,21.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 01:00:00,9421488262.967741,True,31.642569677419353,-24.41031225806452,21.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 01:30:00,9421488264.0,True,31.64229,-24.41019,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 02:00:00,9421488264.25,True,31.64229,-24.410195,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 02:30:00,9421488264.5,True,31.64229,-24.4102,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 03:00:00,9421488264.75,True,31.64229,-24.410204999999998,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 03:30:00,9421488265.0,True,31.64229,-24.41021,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 04:00:00,9421488266.0,True,31.64259,-24.41005,20.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 04:30:00,9421488267.0,True,31.64368,-24.40896,19.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 05:00:00,9421488268.0,True,31.64527,-24.40953,19.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 05:30:00,9421488269.0,True,31.64613,-24.40936,19.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 06:00:00,9421488269.967741,True,31.646178387096775,-24.40892451612903,20.93548387096774,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 06:30:00,9421488270.966667,True,31.645252,-24.410766000000002,21.966666666666665,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 07:00:00,9421488272.0,True,31.64562,-24.4118,24.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 07:30:00,9421488273.0,True,31.64644,-24.41295,27.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 08:00:00,9421488273.967741,True,31.64674,-24.41332741935484,28.93548387096774,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 08:30:00,9421488275.0,True,31.64703,-24.41432,30.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 09:00:00,9421488276.0,True,31.64745,-24.4156,33.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 09:30:00,9421488277.0,True,31.64792,-24.42032,34.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 10:00:00,9421488278.0,True,31.64792,-24.42095,35.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 10:30:00,9421488279.0,True,31.6467,-24.42194,34.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 11:00:00,9421488279.967741,True,31.646690322580646,-24.421949677419352,35.935483870967744,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 11:30:00,9421488280.966667,True,31.646718999999997,-24.42195,36.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 12:00:00,9421488282.0,True,31.64675,-24.42192,37.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 12:30:00,9421488283.0,True,31.64674,-24.42199,37.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 13:00:00,9421488283.9375,True,31.647461875,-24.422168125000002,37.9375,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 13:30:00,9421488285.0,True,31.64814,-24.42044,37.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 14:00:00,9421488286.0,True,31.64819,-24.42022,36.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 14:30:00,9421488287.0,True,31.64904,-24.42365,34.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 15:00:00,9421488288.0,True,31.64905,-24.42575,33.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 15:30:00,9421488289.0,True,31.64924,-24.42609,31.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 16:00:00,9421488290.0,True,31.64943,-24.42602,29.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
2007-08-16 16:30:00,9421488291.0,True,31.65015,-24.42647,27.0,gps,Loxodonta africana,AM255,AM255,ThermochronTracking Elephants Kruger 2007
